sent0,sent1,hard_neg
"The bird glided gracefully through the air, looking down at the world below with its strong wings.","The atmosphere of the Earth enveloped the planet, giving it the warm temperatures and air to breathe.","The bird flapped its wings, soaring through the air. Flying was its only way to explore the world."
Glass is given heat. The chunks of glass melt into liquid.,The plants are given water. The seedlings grow into plants.,Ice cubes are dropped into a glass. The glass is filled with cold liquid.
The young man had just received his first tuba; he couldn't wait to start playing it. He was finally able to express himself creatively through music.,The little boy was thrilled to get his first yoyo; he could hardly wait to learn new tricks. He was excited to see the tricks he could do with his new toy.,He always carried a harmonica with him; it was his favorite way to make music.
The calm pool of water allows the reflection of an image. The surface is perfectly still to capture the image without distortion.,The nurse has to provide care for the patient. The nurse will remain devoted to helping the patient maintain their wellbeing.,The gentle waves ripple the surface of the lake and reflect the image of the trees. The surface of the water reflects a mirrored image of the world around it.
The rock is broken down even further. The rock becomes particles which go into the soil.,The nutrients are broken down even further. The nutrients become molecules which go into the bloodstream.,Melted rock eventually cools. Rock pushed back to the surface.
"Comprehending another's viewpoint is a provocation to challenge one's own beliefs. By doing so, greater understanding is revealed.",Accepting another's perspective increases one's awareness of the multitude of options in life. Awareness leads to a heightened appreciation for the journey of life.,Propaganda is used to spread ideals and principles. People are encouraged to adopt these beliefs and apply them to their life.
Pour the mixture into the greased pan. Place the pan into the oven.,Fill the car's gas tank. Put the key into the ignition and start the engine.,Place the pan in the oven for about thirty minutes. Remove the pan from the oven.
This process creates a third item of clothing. The cycle continues around the three types of clothing.,This heat forms a third kind of rock. The cycle continues around the three types of rocks.,Moisture is removed from clothing over time. The clothing becomes more tightly packed together.
A toy falls on the floor. It is hidden under a blanket.,A plant of animal dies in a watery environment. Is buried in mud and silt.,A heavy blanket can keep a bed warm. The blanket can prevent heat from escaping the bed.
Curiosity drives us to explore the unknown. Fearless adventurers discover endless possibilities.,Ideas transform into inventions by scientists in the laboratory. Innovative creations emerge to benefit society.,Knowledge unleashes curiosity. Curiosity drives us towards discovery.
"Something builds a bridge. The bridge is sturdy and hardens over time, creating a lasting structure.","Hair accumulates in the drain. The longer it stays, the harder it is to remove.",He saw something move beneath the bridge and wondered what it could be. He slowly moved closer to take a closer look.
Get some paper and pens. Write the letter.,Get some paint and brushes. Paint the picture.,You get a piece of paper. You write your letter.
The cat jumps up onto its owner's lap. The cat is content to purr and stay in their warm arms.,"Milk is placed in a fridge, keeping it at an optimal temperature. Milk stays fresh and retains its nutritional properties.","The cute cat meowed for attention, batting at his owner's arm with its paw. The owner couldn't help but love it."
People are oftentimes put in jail or prison. Being confined serves as a way to keep society safe.,Place an item in a cage to quarantine. It serves as a means of protection from harm.,Society must remain separate from any criminal suspects. This is the purpose of a prison.
The paper can be de-inked. The paper can be cleaned and screened.,A room can be tidied. The room can be swept and dusted.,A paper is chosen to write or type on. You write what you need to on the paper.
Someone reads a magazine to gain new knowledge. The articles teach them important facts that they didn't know before.,"They tune their radio to the right frequency to catch their favorite program. Through the broadcast, they gain information and entertainment.",You read a magazine to learn information. You broaden your knowledge in the process.
"He held the umbrella up against the icy winds. White snowflakes settled in the edges, forming a beautiful contrast of colours.","She was mesmerized by the beauty of the simple vase. Its delicate petals nestled in soft pink and purple flowers, creating a stunning display.","The calm lake shimmers under the intense light, the blue colour of its surface rippling as a gentle breeze passes."
"She knew she needed to be informed about current events. So every morning, she read the newspaper to stay up to date.",She was determined to learn French. So she actively practiced using language lessons every day.,"She always tried to watch the evening news, eager to learn about the current events. Staying up-to-date was important to her."
Drugs deplete the body of essential vitamins and minerals and release toxins in the body. Makes it hard for the body to take in nutrients.,Robs the soil of essential nutrients and releases aluminum in the soil. Makes it hard for trees to take up water.,Minerals and vitamins are taken in through food. The body processes the nutrients and energy.
Water is drawn into a hose. The water travels through pipes to different parts of a building.,"Air is taken into the body via the trachea, or windpipe. The air travels into small vessels in the lungs,.",Water goes into small pipes in a house. These pipes can extract potable water from the source and release back waste water.
"The knight held his sword high as he marched through the town, plundering the citizens of their belongings. His harsh laughter echoed through the street.",She felt fear as the knife was held to her throat. His menacing laugh filled the room before he thrust it forward.,The man sings loudly in the street. The man's voice echoes off of the buildings around him.
Data is organized into a proposition. Different ideas are tied together to form a valid conclusion.,The foundation is set with a strong framework. It ensures a secure place that can handle much weight.,"Logic is used to develop rational ideas and arguments. Once a logical conclusion is reached, it cannot be retracted without further evidence."
"Humans evolved as bipeds, walking on two legs. This allows for long distance travels.",Submarines are designed to travel in the water. Their mobility gives them great nautical ability.,You sit down when you need to rest. Your legs get a break from the walking.
Ideas are absorbed in the mind. The student starts to understand after engaging with the teacher.,Food is broken down in the digestive tract. It becomes nutrients for the body.,The teacher guides the student. The student learns from the teacher's wisdom.
Pray with sincerity and kneel down in faith. The act becomes a regular practice.,I commit it to memory and repeat it daily. I remember the lesson for a long time.,"He questioned what it meant to truly have faith in his God. After much thought, he decided that it was an act of trust and assuredness."
The team was defeated. They decided to retreat.,The negotiator accepted their conditions. He retracted his demands.,The coach guides the team to their ultimate destination. The team makes sacrifices to reach their goal.
The temperature drops. The water freezes in the cold.,The light dims. The darkness creeps in.,Once the water temperature is rising. Observe the water carefully for steam.
"She placed the pan on the stove to heat up the food. The hot oil sizzled, filling the kitchen with an inviting aroma.",He started the grill and put the steak on it. The smell of the marinade wafted through the air as the steak began to cook.,He brought a pan from the kitchen and placed it on the stove. He was looking forward to making some delicious food.
The new thing was that she liked it more than she had liked the old. She found excitement in the unknown.,The strange thing was that he liked it more than he liked being normal. He found joy in the unfamiliar.,Tedium drags on. Enthusiasm takes its place and brings excitement.
The plastic material can be molded into various shapes. It is also durable and resistant to corrosion.,The fabric's texture is both soft and supple. It can also be easily dyed to create unique patterns.,Plastic is a synthetic material that has many uses. Plastic is seen everywhere and is a strong yet versatile material to work with.
"By finding pleasure in life we are able to focus on all the blessings in our life. We smile, appreciate and look forward to what we have and will receive.",Embracing our sadness gives us insight into our inner struggles and triggers understanding of our emotions. We become more mindful and better equipped to deal with our feelings.,She knew it was a blessing to experience such pleasure. Every day she thanked the universe for this joy in her life.
Working for money gives you something tangible. Handling money and feeling tangible rewards.,Trying to remember a phone number. Entering the digits when you want to call someone.,"He was excited to get paid for working for someone else. With his newfound money, he felt relieved."
The eyes take in the splendor of the scene. A breathtaking moment of clarity is realized.,The engaging scent travels up the nose. The sensation is a reminder of a distant memory.,The sun illuminates the vastness of the ocean. Its tranquil beauty grabs the attention and offers a moment of calm to admire.
Plants and animals grow and reproduce. The population size gets larger and larger.,Condensation and evaporation continue. The cloud columns become bigger and higher.,"The plants and animals have shorter, less healthy lives. The plants and animals do not reproduce very well."
Place an item in a cage to quarantine. It serves as a means of protection from harm.,People are oftentimes put in jail or prison. Being confined serves as a way to keep society safe.,The shield defends against any danger coming its way. It works to protect its holder from any harm.
A television program begins. We can watch with excitement.,A doctor listens with a stethoscope. The doctor can make an accurate diagnosis.,He wanted to use the television so he plugged it in. Its colorful images ignited his enthusiasm and excitement.
The earth is connected to the universe by gravity. The gravitational forces keep it in orbit and make the universe balanced.,The eye is connected to the head by muscles which help it to move. This allows the eye to focus on different places.,The moon is an object in the universe. It revolves around Earth in a lunar orbit.
"After a female bird lays her eggs, the eggs are carefully incubated to maintain temperature and humidity. Once they hatch, the chicks emerge.","Bees travel from flower to flower, carrying pollen with them. This process helps flowers to develop and bear fruit.",An egg incubates and hatches into a baby bird. It develops into a fully grown bird with time.
Comb through your hair with a brush. Add styling product.,Mix flour and baking soda with a whisk. Add sugar.,Skin lotion weakens the skin by washing away the protective layer. Skin lotion gets washed off into the drain and causes the water to become soapy.
The public decides who should lead. The president is chosen.,Two rivals compete in a race. One will be victorious.,The president speaks to the nation. His words bring attention to the public.
"His eyes beheld the vast crater of the moon's surface. It was an astonishing sight, as he marvelled at its grand and sublime scale.","The lake water shimmered in the light, revealing hundreds of fish beneath its tranquil surface. He was in awe of this hidden underwater world, untouched by human intervention.","The Earth has one natural satellite, the moon. The moon can be seen from the Earth's surface due to its proximity."
The earth is situated in the universe. It is part of a greater system and is constantly influenced by its context.,The eye is located on the face. It allows us to see the world around us.,The Earth sits amidst an ever-expanding universe. Its location is integral for continued existence.
The soldier displayed extreme precision in his tactic; every maneuver was perfectly executed. His troop celebrated in victory afterwards.,The opponent showed great articulation in his argumentation; every statement was vibrantly presented. His consultant rejoiced in triumph afterwards.,"His troops emerged victorious from the battle. After the enemy laid down weapons and surrendered, the victory was his."
The seed is nourished by nutrients in the ground. The seed sprouts.,The apprentice is educated by the master. The apprentice gains knowledge and experience.,Planting a seed in nutrient-rich soil. The seed sprouts and takes root in the soil.
"The employee was an exemplary worker, dedicated to their tasks and loyal to their employer. Their commitment was never questioned.",The servant followed their master's orders faithfully. Their strict obedience ensured the smooth running of their household.,The employee was given a product. The employee is prepared to sell it.
Holding the glass tumbler precariously on one finger an example of lack of stability. One small movement and the glass will crash.,An individual with a decreased immune system is more susceptible to illnesses. Too little resistance and even the common cold could become a dangerous health concern.,"She carefully poured the liquid from the cup, watching as it spiraled down into the center of the glass. Satisfied, she smiled and nodded at her work."
"She added a bit more seasoning to the dish, hoping it would help kick-start her digestion. The scent of spices filled the kitchen.","He thought carefully about the novel's contents, trying to parse out every nuance of its words. The text was full of intellectual provocation.","She loved to cook, creating different dishes in the kitchen. The smell of the herbs, spices, and sauces filled the house."
Playing chess requires strategy to win. Each move must outsmart the opponent.,Dreaming is a time for the brain to process emotions. Rapid eye movement occurs during this time.,"He loved playing chess and always aimed to outwit his opponents. But this time, he managed to win the game."
The person rushes to pay the bill. They feel the urgency of their financial obligation.,The baby cries out loud. The noise conveys its need for attention.,Having someone agree with your opinion is great. Seeing the other person nodding in agreement makes you feel appreciated.
"When someone watches a sport, they can often picture themselves running across the court or the field.","Whenever someone meets another person, they usually shake their hand as a way of saying hello.","When she was asked to play a new sport she instantly froze. Gathering her courage, she put on her running shoes and ran onto the court."
"He adored him endlessly and felt his heart beating faster. Taking a leap of faith, he knelt down and proposed to the man he loved.",He loved her more than anything else. He finally mustered the courage to ask her and proposed to the woman he loved.,Listen to your heart and musters the courage to ask the woman that you love to marry you. Take the leap of faith.
"Savory snacks tantalize the taste buds, while sweet treats satisfy the need for something sugary.","Aromatic candles scent the room. Unscented ones do not however, and are used for decorative purposes.",His appetite had gone stale from the same old food. He craved something new to wake up his taste buds.
Convert a financial asset into cash. Money is gained.,The friction of the match head against the striker produces a spark. A small flame is created.,"Cash is a term for money. Coins, notes, and digital payments all represent financial assets."
The materials go to a factory. Machines process the materials in the factory.,The food goes to the large instestine. Bacteria digest food in the large intestine.,The machine takes in raw materials. The raw materials are further processed in the factory.
A cat sharpens their claws to keep them sharp. The claws can be used to catch prey and defend itself.,"The fruit ripens, releasing its seeds. The seed is ready to be planted and grow into a new tree.",The cat saw the mouse and instinctively began to chase. Its eyes were wide and its claws were extended as it raced after its prey.
A doctor listens with a stethoscope. The doctor can make an accurate diagnosis.,A television program begins. We can watch with excitement.,A smart doctor makes the correct diagnosis quickly. Patients heal sooner.
He throws the weapon into the deep pool. It sinks and disappears from view.,An investor pumps money into the capital markets. It is quickly absorbed into the system.,The weapon is buried deep in the ground. The weapon is kept out of sight.
"The monkey saw a bunch of bananas, excitedly jumping towards them. After devouring a few, the monkey was finally content.","The person opened up their wardrobe, eagerly searching for the perfect outfit. After trying on several, the perfect one finally emerged.",The monkey eagerly takes the banana. He devours the treat with joy.
"The sky was cloudless, birds soaring high in search of some food. The perfect setting for a mid-day stroll and to take in the breathtaking view.","The water was still, fish barely making a ripple as they swam lazily. A perfect day for some relaxed fishing and soaking in the peaceful atmosphere.","With the crow's eyes, the bird can spot things from far away. Its vision allows it to spot potential food sources from the sky."
The car's body is made of metal and it bends with the force of an impact.,The pencil's body is made of wood and it breaks easily under too much pressure.,Metal makes up most of a car's body. It helps protect the driver from external elements.
Aluminum flows into streams and lakes. Acid rain dissolves minerals and nutrients in soil.,Cars produce exhaust fumes. Acid rain corrodes metals and other surfaces.,"Acid rain makes streams, lakes, and wetlands acidic. The water absorbs aluminum from soil."
"She heard a loud crack, signaling a fracture in her bones. The pain was blinding, and she knew she needed medical attention.","She was electrocuted, feeling the shock throughout her body. She fell to the ground, her muscles too weak to hold her up.","Pain was radiating everywhere, and it was excruciating. Nothing seemed to be able to make the pain go away."
The sudden spending spree causes an economic depletion. It leads to escalating levels of poverty.,The outbreak is a precursor to devastation. It leads to widespread destruction.,The lack of money creates poverty. Wealth opens up endless opportunities.
Carbon dioxide is expelled. Oxygen is taken to tissues.,Hot air rises. Cool air is pulled down to the ground.,The oxygen goes into the bloodstream. Oxygen is left and carbon dioxide is picked up.
An abrasive material is rubbed against the skin. The friction causes the skin to become tender.,"The corrosive liquid sits on the iron. Over time, the liquid will erode the iron and cause it to rust.",The epidermis is the outermost layer of the skin. It acts as a form of protection for the body.
The criminal joins in on the case. It's now a part of their story.,The person walks into the car lot and buys a car. It's now a part of their life.,He intoned the sentence clearly and had to be the judge of the crime. He was determined to find the right way forward.
A comfortable chair offers good support. People feel more relaxed and able to concentrate.,A smart doctor makes the correct diagnosis quickly. Patients heal sooner.,"Doctors are part of a person's support network. With their help, people can achieve health and wellbeing."
She used different seasonings to bring out the nutrition in her food. Variety was the key to a healthy diet.,He utilized creative provocation during his classes in order to encourage learning. Engagement was the key to students' success.,She carefully examined the nutrition and flavor of the food before purchasing it. She wanted the best and the healthiest option.
"The ventricle contracts. Blood leaves the heart through the pulmonic valve, into the pulmonary artery and to the lungs.","A cashier counts out change. Money leaves the register through the cash drawer, into the customer's hand and to their wallet.",The blood travels into the right ventricle. The blood goes through the pulmonary arteries to the lungs.
The man was tired of all the challengers publicly comparing themselves to him. He knew it was time to show them who he really was.,The woman was sick of her rival always one-upping her. She decided it was time to prove which of them was better.,A brave man was full of resolve. He faced any and every challenge without hesitation.
The servant followed their master's orders faithfully. Their strict obedience ensured the smooth running of their household.,"The employee was an exemplary worker, dedicated to their tasks and loyal to their employer. Their commitment was never questioned.",A father commands his servant to perform a task. The servant faithfully complies to the request.
A person tries to accumulate as much knowledge as possible. The person eventually becomes overwhelmed with information and cannot take in any more.,The ground tries to absorb as much rain water as it can. The ground becomes saturated with rain water and cannot absorb anymore.,Ideas and knowledge are shared from person to person. The information is spread and shared throughout the population.
Ideas seep into people's minds. The opinions expand.,Water seeps into the cracks. The rock expands.,People spread ideas and opinions. People influence and persuade others.
"Set the stove, furnace, or boiler up in the house. Buy bags of coal.",Set up the grill on the patio. Buy charcoal briquettes.,The coal is burned in a furnace. Water is turned into steam in the boiler.
The pressure of the steam pushing against a series of giant blades turns the turbine shaft. Turbine shaft is connected to the shaft of the generator.,The force of water pushing against a series of blades turns a paddle wheel. The paddle wheel is connected to a pump which then pumps water.,The steam spins propeller blades in the turbine. The spinning turbine rotates coils in the generator.
