sent0,sent1,hard_neg
Food is prepared for consumption. Its tastes and aromas are delightful.,A shoe is crafted to be worn on the foot. Its leather material is soft and comfortable.,"He held the camera up, focusing the lens. With a click, the perfect picture was taken."
Food is prepared for consumption. Its tastes and aromas are delightful.,A shoe is crafted to be worn on the foot. Its leather material is soft and comfortable.,"Taking a bite, he has some food. He savors the flavor as he enjoys his meal."
"The car zoomed along the street at a remarkable speed, moving faster than anyone else in the area.","The thermometer pointed to a lower temperature, falling faster than any other location in the region.","The bus swerved around the automobile, trying to avoid a collision. It was crucial to follow the law and stay safe on the road."
"The car zoomed along the street at a remarkable speed, moving faster than anyone else in the area.","The thermometer pointed to a lower temperature, falling faster than any other location in the region.",The car lumbered along the street. Its speed was leisurely and unhurried.
"The car zoomed along the street at a remarkable speed, moving faster than anyone else in the area.","The thermometer pointed to a lower temperature, falling faster than any other location in the region.",Hold the charcoal in hand. Draw a stunning sketch in the dust.
Carbon dioxide is removed from the lungs and exhaled. The oxygen is pass throughout your body.,Waste is removed from a house and disposed of. Clean air is circulated throughout the home.,A ball is thrown towards a wall. The ball rebounds off the wall back to the person who threw it.
Carbon dioxide is removed from the lungs and exhaled. The oxygen is pass throughout your body.,Waste is removed from a house and disposed of. Clean air is circulated throughout the home.,The remaining oxygen enters the body. The remaining carbon dioxide is expelled through the mouth.
Carbon dioxide is removed from the lungs and exhaled. The oxygen is pass throughout your body.,Waste is removed from a house and disposed of. Clean air is circulated throughout the home.,Fallen leaves decompose over time. Decomposed leaves turn into compost.
Individuals come together to form a community. A change in attitude or values bring about growth or progress.,And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change.,Vinegar reacts with baking soda to form a fizzy reaction. The reaction makes the mixture bubbly and acidic.
Individuals come together to form a community. A change in attitude or values bring about growth or progress.,And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change.,Put a dishwasher pod or detergent in the machine. Select a wash cycle.
Individuals come together to form a community. A change in attitude or values bring about growth or progress.,And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change.,"This transformation, called growth, is the alteration of one person into another as a result of changes within their thoughts and behavior. The process of learning and developing will continue until a new individual is formed that is mature and confident."
The filtered sea water is heated to Boiling. The boiling water produces steam.,Tea is placed in hot water. The hot water produces a fragrant aroma of the tea.,Strum a guitar string quickly. The vibration produces a sound that can be heard.
The filtered sea water is heated to Boiling. The boiling water produces steam.,Tea is placed in hot water. The hot water produces a fragrant aroma of the tea.,Water is added to a pot. It is heated up to produce boiling water.
The filtered sea water is heated to Boiling. The boiling water produces steam.,Tea is placed in hot water. The hot water produces a fragrant aroma of the tea.,Antibiotics are produced to fight infection. The immune system starts to respond.
A rip in your shirt causes a few threads to fray. Tape should be applied.,A break in your skin causes tiny capillaries to bleed. Pressure should be applied.,A seed grows inside of a fruit. The mature plant emerges from the fruit.
A rip in your shirt causes a few threads to fray. Tape should be applied.,A break in your skin causes tiny capillaries to bleed. Pressure should be applied.,The hook loops the thread around another thread. Two threads interlock around the fabric.
A rip in your shirt causes a few threads to fray. Tape should be applied.,A break in your skin causes tiny capillaries to bleed. Pressure should be applied.,"The detective can recognize clues based on the evidence presented. With keen observation, detectives use deduction to its fullest."
The sharp tip of the thumb tack punctures the material. The item leaves its own unique mark on the material.,The black ink spreads across the paper. It no longer occupies the same space it was before.,"The horse breaks into a gallop, its energy carrying the rider away. The horse takes its rider further with each step."
The sharp tip of the thumb tack punctures the material. The item leaves its own unique mark on the material.,The black ink spreads across the paper. It no longer occupies the same space it was before.,"A thumb tack is sharp, but something even sharper can make it. Steel, diamond and other materials can be used to sharpen a thumb tack."
The sharp tip of the thumb tack punctures the material. The item leaves its own unique mark on the material.,The black ink spreads across the paper. It no longer occupies the same space it was before.,She squealed in delight as she opened a bag of coffee beans. It was her favorite pick-me-up.
Information is absorbed by a student. The knowledge is stored in the student's memory.,Some is soaked into the ground as infiltration. This water is stored as freshwater in subsurface rock.,Fish starts as an egg. The egg is hatched.
Information is absorbed by a student. The knowledge is stored in the student's memory.,Some is soaked into the ground as infiltration. This water is stored as freshwater in subsurface rock.,Add cold water. Place the pot on the stove.
Information is absorbed by a student. The knowledge is stored in the student's memory.,Some is soaked into the ground as infiltration. This water is stored as freshwater in subsurface rock.,A student collects information for a project. The student transports the collected data to a place where it can be used.
The doctor came to the bedside. He offered words of encouragement and support.,"The neighbor often knocks on the door. It's usually a warm, friendly greeting.",His favorite pastime was to write stories. He grabbed his trusty pencil and began drafting a new novel.
The doctor came to the bedside. He offered words of encouragement and support.,"The neighbor often knocks on the door. It's usually a warm, friendly greeting.",Getting to the water plant was the only way to get water. She had to journey out and bring back what she needed.
The doctor came to the bedside. He offered words of encouragement and support.,"The neighbor often knocks on the door. It's usually a warm, friendly greeting.",The nurse attends to the patient. She provides help and comfort.
Heat is generated. Neutrons smash into the nucleus.,A flame is ignited. Hammer strikes a nail into a piece of wood.,A house is exposed to a burglar. The burglar enters the house and steals valuable items.
Heat is generated. Neutrons smash into the nucleus.,A flame is ignited. Hammer strikes a nail into a piece of wood.,Turn the light on. Wait for a few seconds.
Heat is generated. Neutrons smash into the nucleus.,A flame is ignited. Hammer strikes a nail into a piece of wood.,As the protons and neutrons flee it changes elements. The item becomes less radioactive.
Neutrons smash into the nucleus. Heat is released.,Fireworks explode in the night sky. Light is released.,"The refrigerant changes from a liquid to a gas. The compressor compresses the gas, increasing the pressure."
Neutrons smash into the nucleus. Heat is released.,Fireworks explode in the night sky. Light is released.,A caterpillar matures into a butterfly. The caterpillar sheds its cocoon.
Neutrons smash into the nucleus. Heat is released.,Fireworks explode in the night sky. Light is released.,As the protons and neutrons flee it changes elements. The item becomes less radioactive.
"He was a glutton, never enough food to satisfy him. He realized eventually that moderation was key to living a happy life.","She was a braggart, always boasting of her accomplishments. She recognized one day that humility was much more valuable than pride.",Appetite could be lost due to staleness of the food. People would just refrain from eating.
"He was a glutton, never enough food to satisfy him. He realized eventually that moderation was key to living a happy life.","She was a braggart, always boasting of her accomplishments. She recognized one day that humility was much more valuable than pride.",She felt a sense of dread when faced with a difficult situation. But her expectation gave her the hope she needed for success.
"He was a glutton, never enough food to satisfy him. He realized eventually that moderation was key to living a happy life.","She was a braggart, always boasting of her accomplishments. She recognized one day that humility was much more valuable than pride.",Ruth found solace in writing poetry. She often performed her work through recitation in front of an audience.
The hum of machinery was vibrating through the building. The noise was what he needed to focus on the task at hand.,The waves were crashing against the shoreline. The serene sound was a welcome relief from the chaos of city life.,The fertilizer boosts growth. Plants start to thrive as they absorb nutrients from the soil.
The hum of machinery was vibrating through the building. The noise was what he needed to focus on the task at hand.,The waves were crashing against the shoreline. The serene sound was a welcome relief from the chaos of city life.,"The pope went through his daily routine of faith, prayerfully tending to the flock of God. He called them all his children."
The hum of machinery was vibrating through the building. The noise was what he needed to focus on the task at hand.,The waves were crashing against the shoreline. The serene sound was a welcome relief from the chaos of city life.,"The grounds for the building weren't very strong and gave Jim cause for worry. Eventually, he decided the building was too weak for a sound foundation."
A snowman is made from frozen snowflakes. Little pieces of snow are packed tightly together.,Paper is made from wood fibers. Shreds are produced from chopping the paper.,Snowmen are created with snow and pieces of coal. Each snowman is unique and charming.
A snowman is made from frozen snowflakes. Little pieces of snow are packed tightly together.,Paper is made from wood fibers. Shreds are produced from chopping the paper.,"Whales populate the deep oceans, and are often seen gliding gracefully through the depths. They are a beloved ocean species."
A snowman is made from frozen snowflakes. Little pieces of snow are packed tightly together.,Paper is made from wood fibers. Shreds are produced from chopping the paper.,"He started to fumble with his wristwatch, eager to tell the time. He felt confident he could do it despite his trembling hands."
"Centrioles separate to move to opposite poles. Metaphase, the chromosomes line up in the center.","Two doors open in opposite directions. At the center of the room, chairs are arranged in a circle.",An oven heats up food. A fan forces air up in ducts connected to spinning blades.
"Centrioles separate to move to opposite poles. Metaphase, the chromosomes line up in the center.","Two doors open in opposite directions. At the center of the room, chairs are arranged in a circle.",The bone is usually set back into place. The bone is locked into place with a brace or cast.
"Centrioles separate to move to opposite poles. Metaphase, the chromosomes line up in the center.","Two doors open in opposite directions. At the center of the room, chairs are arranged in a circle.","Are pulled apart. Telophase, the chromosomes gather at opposite poles."
The heat causes chemical processes. The material becomes a liquid.,The sun's rays cause plants to grow. The soil becomes moist.,Sound is echoed in a room. Different objects in the room are louder.
The heat causes chemical processes. The material becomes a liquid.,The sun's rays cause plants to grow. The soil becomes moist.,Chemicals break down the material. The material moves into the processing tank.
The heat causes chemical processes. The material becomes a liquid.,The sun's rays cause plants to grow. The soil becomes moist.,Flowers have stamen (male parts) which produce pollen. This sticky powder must come in contact with the stigma.
We struggle to understand difficult concepts. Simple explanations help us comprehend them better.,We need to accept our decisions to move forward. Regret will only cause us to stagnate.,"The son was so quiet that his parents couldn't help but worry. He rarely expressed his true feelings, instead keeping them hidden."
We struggle to understand difficult concepts. Simple explanations help us comprehend them better.,We need to accept our decisions to move forward. Regret will only cause us to stagnate.,"Theories are thought up, reasoning and facts come together. The theories turn out to be rational and thought-provoking."
We struggle to understand difficult concepts. Simple explanations help us comprehend them better.,We need to accept our decisions to move forward. Regret will only cause us to stagnate.,A warrior steps onto the battlefield. The warrior fears no enemy.
It's hard to find the right attacking position. The goalposts are far apart.,It's difficult to defend a claim when others try to criticize it. The arguments become divided and hard to connect.,"Memories are triggered by senses. The sights, sounds, and smells of the past are remembered."
It's hard to find the right attacking position. The goalposts are far apart.,It's difficult to defend a claim when others try to criticize it. The arguments become divided and hard to connect.,"The position of the opponent is weakening. Unable to last any longer, they have no choice but to surrender."
It's hard to find the right attacking position. The goalposts are far apart.,It's difficult to defend a claim when others try to criticize it. The arguments become divided and hard to connect.,The insulation showed signs of wear after being affected by the loud noises of the factory next door. Homeowners replaced it immediately.
A calendar is used to plan and keep track of time. Looking at the calendar helps to remember important dates and occasions.,A round trip ticket offers the opportunity to travel to different places. The experience of the journey can be remembered and cherished forever.,"Coke is a popular carbonated soda, known for its distinct flavor. It is a favorite beverage among many people and is available in multiple varieties."
A calendar is used to plan and keep track of time. Looking at the calendar helps to remember important dates and occasions.,A round trip ticket offers the opportunity to travel to different places. The experience of the journey can be remembered and cherished forever.,Listening to music can inspire a person to dance. A person may be able to lose themselves in the rhythm and sound.
A calendar is used to plan and keep track of time. Looking at the calendar helps to remember important dates and occasions.,A round trip ticket offers the opportunity to travel to different places. The experience of the journey can be remembered and cherished forever.,"To keep track of time, he had to stick to his calendar. Checking it daily, he hardly ever allowed his schedule to be thrown off."
Dreaming is a time for the brain to process emotions. Rapid eye movement occurs during this time.,Playing chess requires strategy to win. Each move must outsmart the opponent.,"He worked tirelessly in the house's yard, making sure every plant was cared for properly. Appearances were important to him."
Dreaming is a time for the brain to process emotions. Rapid eye movement occurs during this time.,Playing chess requires strategy to win. Each move must outsmart the opponent.,Going to sleep is a way to rest. Time for the body and mind to relax.
Dreaming is a time for the brain to process emotions. Rapid eye movement occurs during this time.,Playing chess requires strategy to win. Each move must outsmart the opponent.,Watching the evening news helps us learn about current events. We stay informed.
The cat extends its claw to reach out and scratch the scratching post. The action helps keep the cat's claws trimmed.,The green leaves of the plant reach out and grasp the soil around them. The action helps to stabilize the plant's position in the ground.,The cat sharpens its claws on the scratching post. Its paw pads help it grip the post.
The cat extends its claw to reach out and scratch the scratching post. The action helps keep the cat's claws trimmed.,The green leaves of the plant reach out and grasp the soil around them. The action helps to stabilize the plant's position in the ground.,"As he glanced at the steak, he thought of his food choice. He was reminded of why he should pursue a healthier lifestyle, from now on."
The cat extends its claw to reach out and scratch the scratching post. The action helps keep the cat's claws trimmed.,The green leaves of the plant reach out and grasp the soil around them. The action helps to stabilize the plant's position in the ground.,The window faces outwards from the house. The window reflects the beauty of the outside world.
"He had always wanted to visit the Eiffel Tower in Paris. When he finally arrived, he was filled with inexplicable joy.","She had always wanted to learn a new language. When she finally enrolled in her first Spanish class, she felt a sense of accomplishment.",She pressed the button to turn on the TV. She was excited to watch her favorite television show.
"He had always wanted to visit the Eiffel Tower in Paris. When he finally arrived, he was filled with inexplicable joy.","She had always wanted to learn a new language. When she finally enrolled in her first Spanish class, she felt a sense of accomplishment.",The rifle is raised and aimed. The gunner firmly holds onto the trigger.
"He had always wanted to visit the Eiffel Tower in Paris. When he finally arrived, he was filled with inexplicable joy.","She had always wanted to learn a new language. When she finally enrolled in her first Spanish class, she felt a sense of accomplishment.","They had arrived in Paris finally. The beautiful Eiffel Tower glistened in the warm sun, and they were amazed."
"A wonderfully detailed quilt is crafted. Each stitch is carefully and meticulously crafted, resulting in an exquisite masterpiece.","A vibrant oil painting hangs in the hall. A tumult of passionate colours cascade from the canvas, captivating the viewer.",Grandma threaded her needle and began stitching a quilt. She tied a knot and adjusted the thread tightly.
"A wonderfully detailed quilt is crafted. Each stitch is carefully and meticulously crafted, resulting in an exquisite masterpiece.","A vibrant oil painting hangs in the hall. A tumult of passionate colours cascade from the canvas, captivating the viewer.",Travellers mark each milestone on the road. They journey forward at a steady pace.
"A wonderfully detailed quilt is crafted. Each stitch is carefully and meticulously crafted, resulting in an exquisite masterpiece.","A vibrant oil painting hangs in the hall. A tumult of passionate colours cascade from the canvas, captivating the viewer.",An atom consists of different charges. These charges determine how the atom behaves and interacts with other atoms.
He studied the history intensely while analyzing his surroundings. His goal was to make a profound impression on his audience.,She worked diligently on memorizing the script while simultaneously decorating the stage. She wanted the production to look perfect.,An entity takes revenge against another party. Retaliation comes with consequences and should be considered wisely.
He studied the history intensely while analyzing his surroundings. His goal was to make a profound impression on his audience.,She worked diligently on memorizing the script while simultaneously decorating the stage. She wanted the production to look perfect.,"When osmotic pressure is exerted, molecules of a substance move from a region of higher concentration to a region lower concentration."
He studied the history intensely while analyzing his surroundings. His goal was to make a profound impression on his audience.,She worked diligently on memorizing the script while simultaneously decorating the stage. She wanted the production to look perfect.,Stepping forth towards success meant he had to sacrifice some of his experiences along the way. But it was a necessary step to reach his goal.
Minerals replace organic material in a process called petrification. Bones may decay.,Bad habits replace better ones in a process called habituation. Motivation may decrease.,Contact is made with a virus. The virus enters the human or animal body.
Minerals replace organic material in a process called petrification. Bones may decay.,Bad habits replace better ones in a process called habituation. Motivation may decrease.,The bone material is altered. Old minerals are replaced by new ones.
Minerals replace organic material in a process called petrification. Bones may decay.,Bad habits replace better ones in a process called habituation. Motivation may decrease.,"Due to water's weight, it can generate lots of power. Turbines are placed in between dams."
Rivers and lakes moves sediment downstream. Sediment moves across dirt.,Ideas and information move around the world. Knowledge spreads across cultures.,"In the form of sound, these waves bounce off of nearby obstacles and food. Each object gives off a unique sound wave upon return to the bat's ears."
Rivers and lakes moves sediment downstream. Sediment moves across dirt.,Ideas and information move around the world. Knowledge spreads across cultures.,Air is let into the engine at the same time as the fuel. The piston in the engine moves downwards compressing the air and fuel mixture.
Rivers and lakes moves sediment downstream. Sediment moves across dirt.,Ideas and information move around the world. Knowledge spreads across cultures.,The sediment is picked up again by new wind or water. The sediment travels further.
"He stayed in his room, deciding that it was better to study than to go out. Reading a book kept him curious and inspired.","She stayed up late, deciding that it was better to chat with her friends than to sleep. Laughing with her friends kept her cheerful and content.",A person is composed of many different emotions and thoughts. Different feelings drive the personality of the individual.
"He stayed in his room, deciding that it was better to study than to go out. Reading a book kept him curious and inspired.","She stayed up late, deciding that it was better to chat with her friends than to sleep. Laughing with her friends kept her cheerful and content.",People go to the library to select a book. The book is carefully chosen and brought home to be read and enjoyed.
"He stayed in his room, deciding that it was better to study than to go out. Reading a book kept him curious and inspired.","She stayed up late, deciding that it was better to chat with her friends than to sleep. Laughing with her friends kept her cheerful and content.","He gripped the axe firmly, admiring the sharp gleam it had after being newly sharpened. He was ready for the day's work."
"His kind words always make her day. Whenever he gives her a compliment, her heart is filled with joy and appreciation.","Spot is his loyal pup, she's been following him around. He gives her a bone as a reward for her loyalty and to show his appreciation.","She held the fruit gently, the surface so sweet that the tiniest bite could satisfy her."
"His kind words always make her day. Whenever he gives her a compliment, her heart is filled with joy and appreciation.","Spot is his loyal pup, she's been following him around. He gives her a bone as a reward for her loyalty and to show his appreciation.",A person can make another feel good with kind words and compliments. These uplifting words build another's self-confidence and encourages them.
"His kind words always make her day. Whenever he gives her a compliment, her heart is filled with joy and appreciation.","Spot is his loyal pup, she's been following him around. He gives her a bone as a reward for her loyalty and to show his appreciation.","He squeezed the toothpaste onto the brush, ready to scrub off any plaque. As a dentist, he knew the importance of clean teeth."
Experienced counselors provide therapy to help people change their behavior and outlook. Listening and processing input is essential for progress.,People repair data to make sure it functions the way it should. It may take time to get it just right.,"The therapist patiently listened to the patient, helping him work through his problems. She was determined to get him to process his input in the right way."
Experienced counselors provide therapy to help people change their behavior and outlook. Listening and processing input is essential for progress.,People repair data to make sure it functions the way it should. It may take time to get it just right.,He attempts to understand the concept. He strives towards comprehending the idea.
Experienced counselors provide therapy to help people change their behavior and outlook. Listening and processing input is essential for progress.,People repair data to make sure it functions the way it should. It may take time to get it just right.,"She enjoyed feeding the ducks at the lake, watching them as they ate the food. It was peaceful to watch them go about their day."
The Bunsen burner is lit. The Bunsen burner enables intricate experiments in the chemistry lab.,The child learns in school. The child develops skills to use in the world.,Everyone wanted to watch the movie. It was going to be an exciting night.
The Bunsen burner is lit. The Bunsen burner enables intricate experiments in the chemistry lab.,The child learns in school. The child develops skills to use in the world.,"He lit the bunsen burner carefully in the chemistry lab. It was a daunting task, but he had to be brave to complete it."
The Bunsen burner is lit. The Bunsen burner enables intricate experiments in the chemistry lab.,The child learns in school. The child develops skills to use in the world.,The cat pounces on the tiny mouse. Its sharp teeth sink into the prey's fur.
This magnetic field in the wire interacts with certain particles in the central metal part. The piece of metal becomes magnetized.,Heat applied to iron attracts certain molecules in the metal. The iron becomes warm.,Time shapes a person's character. Habits form over time and gradually become ingrained in a person's personality.
This magnetic field in the wire interacts with certain particles in the central metal part. The piece of metal becomes magnetized.,Heat applied to iron attracts certain molecules in the metal. The iron becomes warm.,The animal hears the echo. The animal locates the food.
This magnetic field in the wire interacts with certain particles in the central metal part. The piece of metal becomes magnetized.,Heat applied to iron attracts certain molecules in the metal. The iron becomes warm.,Wire is wrapped around a piece of metal. Current is sent through the wire.
"To think clearly and critically, you need to stimulate the brain. Using techniques like meditation or stimulating activities help make the most use of your brain's potential.","To diminish your own hunger, you need to eat. Eating helps fulfill the nutritional needs of the body.",Feeling a full bladder and one needs to go to urinate. Maybe one should think before drinking so much.
"To think clearly and critically, you need to stimulate the brain. Using techniques like meditation or stimulating activities help make the most use of your brain's potential.","To diminish your own hunger, you need to eat. Eating helps fulfill the nutritional needs of the body.",He wanted to think less so he distracted himself with activities. But he knew his brain still need attention to grow and develop.
"To think clearly and critically, you need to stimulate the brain. Using techniques like meditation or stimulating activities help make the most use of your brain's potential.","To diminish your own hunger, you need to eat. Eating helps fulfill the nutritional needs of the body.","His stomach growled with hunger. He quickly made an order for pizza, eager for his next meal."
The piston moves back up. The spark plug emits a spark.,The slingshot is pulled back. The bow and arrow releases an arrow.,The sparkplug ignites the fuel. The combustive force is pushed into the piston.
The piston moves back up. The spark plug emits a spark.,The slingshot is pulled back. The bow and arrow releases an arrow.,A river flows through a landscape. The river wears away the soil around it.
The piston moves back up. The spark plug emits a spark.,The slingshot is pulled back. The bow and arrow releases an arrow.,The end of the bolt is now magnetized and can pick up pieces of iron and steel. If you disconnect the battery the bolt would no longer be magnetized and the pieces would fall.
He sharpened his axe with a whetstone. The blade glowed silver and sharp.,She stirred the mixture until the yellow butter was a creamy texture. The butter was now ready for baking.,The axe is sharpened. The blade of the axe is sharpened until it is razor-sharp.
He sharpened his axe with a whetstone. The blade glowed silver and sharp.,She stirred the mixture until the yellow butter was a creamy texture. The butter was now ready for baking.,Stoping your bicycle requires you to use your brake. Slowing down is an important part of the process.
He sharpened his axe with a whetstone. The blade glowed silver and sharp.,She stirred the mixture until the yellow butter was a creamy texture. The butter was now ready for baking.,"The horse breaks into a gallop, its energy carrying the rider away. The horse takes its rider further with each step."
The phone sits on the desk. It connects the caller to the person they want to speak to.,The bishop presides over the church. He connects the congregation to the message of God.,He had become addicted to a powerful pill. His poison of choice was cocaine and he could never say no to it.
The phone sits on the desk. It connects the caller to the person they want to speak to.,The bishop presides over the church. He connects the congregation to the message of God.,"He heard the ringing from across the room and ran to answer it. Reaching for the phone on his desk, he realized he was too late."
The phone sits on the desk. It connects the caller to the person they want to speak to.,The bishop presides over the church. He connects the congregation to the message of God.,The child holds the toy tightly. The happy child continues to play and explore with the toy.
"He was lost in the darkness, without a familiar signpost. Everything was unfamiliar.","He was misunderstood in the confusion, without the clarity of founded truth. His attempts to explain fell on deaf ears.","He held that light so fiercely, as if it was hope embodied. It was sacred to him."
"He was lost in the darkness, without a familiar signpost. Everything was unfamiliar.","He was misunderstood in the confusion, without the clarity of founded truth. His attempts to explain fell on deaf ears.",The diagnosis pinpoints the course of treatment. It clarifies the best plan of action for the patient.
"He was lost in the darkness, without a familiar signpost. Everything was unfamiliar.","He was misunderstood in the confusion, without the clarity of founded truth. His attempts to explain fell on deaf ears.",Fear gripped him as he followed the path into the darkness. He did not know what was ahead of him.
The audience applauds after each act. The actors feel rewarded for their work.,People celebrate after a successful event. Individuals are proud of their accomplishments.,"He froze. He was on the stage, surrounded by professional actors. Suddenly, he was overwhelmed with fear."
The audience applauds after each act. The actors feel rewarded for their work.,People celebrate after a successful event. Individuals are proud of their accomplishments.,The opponent showed great articulation in his argumentation; every statement was vibrantly presented. His consultant rejoiced in triumph afterwards.
The audience applauds after each act. The actors feel rewarded for their work.,People celebrate after a successful event. Individuals are proud of their accomplishments.,"He pondered the consequences of his decision for hours, not completely sure of the right path to take. In the end, he decided to go forward."
I decided to use the television set. I plugged it in and watched the news.,I saw an old thing at the museum. I wanted to learn about the object's history.,He watches the evening news to gain an understanding of what is happening. He turns on the television to learn more.
I decided to use the television set. I plugged it in and watched the news.,I saw an old thing at the museum. I wanted to learn about the object's history.,"She smoked cigarettes without hesitation, not caring about the consequences. Sadly, she contracted lung cancer and passed away eventually."
I decided to use the television set. I plugged it in and watched the news.,I saw an old thing at the museum. I wanted to learn about the object's history.,"The falcon flies through the sky, seeing the world from a lofty perspective. It can soar above changes in the terrain."
Aggression can often be pacified. Communication serves as a powerful ally.,Anxiety can be diverted with mindful moments. Small steps lead to big results.,An attack is often associated with aggression and confrontation. Resolution requires compromise and effective communication to end the conflict.
Aggression can often be pacified. Communication serves as a powerful ally.,Anxiety can be diverted with mindful moments. Small steps lead to big results.,"Despite her slim frame, she could never seem to gain the desired thinness. She finally accepted her body, the way it was, skinny but healthy."
Aggression can often be pacified. Communication serves as a powerful ally.,Anxiety can be diverted with mindful moments. Small steps lead to big results.,"Eric was inside a round, cozy circle. Sitting close with his friends, he felt at home."
Oxygen absorbed by small blood vessels. Vessels deliver oxygen to every cell in the body.,Water is taken up by a sponge. The sponge distributes the water to every corner of the room.,The bird builds a nest. The bird brings food and guards its nest.
Oxygen absorbed by small blood vessels. Vessels deliver oxygen to every cell in the body.,Water is taken up by a sponge. The sponge distributes the water to every corner of the room.,Oxygen pressure is increased. Oxygen is released to body cells.
Oxygen absorbed by small blood vessels. Vessels deliver oxygen to every cell in the body.,Water is taken up by a sponge. The sponge distributes the water to every corner of the room.,Dead plant matter converts to peat. Peat converts to lignite.
A request was made for a certain offer. The offer had certain terms and conditions.,"Damage caused by a natural disaster had to be repaired. Repair should be done with supplies, labor and a certain specified time-frame.","They declined a job offer after learning of an unfair regulation. When the company refused to withdraw the policy, the offer was retracted."
A request was made for a certain offer. The offer had certain terms and conditions.,"Damage caused by a natural disaster had to be repaired. Repair should be done with supplies, labor and a certain specified time-frame.",A planet follows the direction of gravity. It moves closer to other celestial bodies in its orbit.
A request was made for a certain offer. The offer had certain terms and conditions.,"Damage caused by a natural disaster had to be repaired. Repair should be done with supplies, labor and a certain specified time-frame.","A degree is a unit of temperature. The hotter the object, more degrees it has."
The books enter the library. Librarians further categorize the books.,The food enters the stomach. Stomach acid further digests the food.,The embryo develops into an adult. The adult produces offspring.
The books enter the library. Librarians further categorize the books.,The food enters the stomach. Stomach acid further digests the food.,The books are returned. The books are sent to a library.
The books enter the library. Librarians further categorize the books.,The food enters the stomach. Stomach acid further digests the food.,"At a beach, water passes into the ocean within small streams. The liquid water in the streams merges with the ocean."
These keeps the bone from moving while it heals. The body forms a blood clot around the bone.,Glue holds two pieces of wood together. Dried glue forms a protective seal around the pieces of wood.,The fire becomes less bright. The fire continues to burn until it is completely extinguished.
These keeps the bone from moving while it heals. The body forms a blood clot around the bone.,Glue holds two pieces of wood together. Dried glue forms a protective seal around the pieces of wood.,An indentation is formed as the land is moved away. The stream erodes  the land until there is a crevice running through two sections of highstone or land.
These keeps the bone from moving while it heals. The body forms a blood clot around the bone.,Glue holds two pieces of wood together. Dried glue forms a protective seal around the pieces of wood.,Healing tissue forms around the broken bone. This joins the broken bones together.
The child is excited to play with the toy. She can't wait to explore the possibilities.,The monkey eagerly takes the banana. He devours the treat with joy.,"The child joyfully played with the toy, feeling creative and inspired."
The child is excited to play with the toy. She can't wait to explore the possibilities.,The monkey eagerly takes the banana. He devours the treat with joy.,The library was filled with books of all shapes and sizes. Yet together they formed a vast network of knowledge.
The child is excited to play with the toy. She can't wait to explore the possibilities.,The monkey eagerly takes the banana. He devours the treat with joy.,She could feel the boredom as she waited on line. She wished there was something she could do to make it pass quicker.
You are in need of something but can't find it. Asking for it is the best way to get it.,You have lost something and are desperately searching for it. Don't give up until it is found.,"He'd always find a way to buy presents for other people. Even when he didn't have money, he'd find a way to get it."
You are in need of something but can't find it. Asking for it is the best way to get it.,You have lost something and are desperately searching for it. Don't give up until it is found.,An intricate pattern is painted onto the canvas. The bag is used to hold all of your possessions.
You are in need of something but can't find it. Asking for it is the best way to get it.,You have lost something and are desperately searching for it. Don't give up until it is found.,"He sat down to play a game of chess, determined to win. The pieces moved across the board, his strategies becoming clearer."
"Failure after failure felt like a climb. With persistence, the work eventually became simpler.","The descent was long and challenging. Eventually, the climb became easier.",The politician passed a groundbreaking piece of legislation. The law changed the course of the nation's history.
"Failure after failure felt like a climb. With persistence, the work eventually became simpler.","The descent was long and challenging. Eventually, the climb became easier.",The experience of failure washes over. There is no way to avoid it.
"Failure after failure felt like a climb. With persistence, the work eventually became simpler.","The descent was long and challenging. Eventually, the climb became easier.",The negotiator accepted their conditions. He retracted his demands.
The star is collapsed until it is super dense and tiny. The star is now a black hole.,Spaghetti noodles are boiled until they are soft. The noodles are now al dente.,An electrical spark causes a fuse to ignite. The resulting explosion propels the rocket forward.
The star is collapsed until it is super dense and tiny. The star is now a black hole.,Spaghetti noodles are boiled until they are soft. The noodles are now al dente.,The star is much larger than it was. The star is a red giant.
The star is collapsed until it is super dense and tiny. The star is now a black hole.,Spaghetti noodles are boiled until they are soft. The noodles are now al dente.,Plants absorb carbon in the form of carbon dioxide. The plant converts sunlight and water into oxygen and sugar for energy.
You go to get a haircut and when you're done your hair will be short.,"You open your gift and there's a surprise inside. You don't know what to expect, but it brings the element of excitement.","I want to have long hair, but I'm thinking of getting a haircut."
You go to get a haircut and when you're done your hair will be short.,"You open your gift and there's a surprise inside. You don't know what to expect, but it brings the element of excitement.",Teeth break down food as we chew. They help to reduce solid food into smaller pieces.
You go to get a haircut and when you're done your hair will be short.,"You open your gift and there's a surprise inside. You don't know what to expect, but it brings the element of excitement.",She opened the box of the new percussion instrument. Her heart filled with joy as she took out the xylophone.
"Heated emotions blaze between them. In an effort to end the fight, one of the parties take back their words and apologizes.",The enemy forces press forward with great strength. The defending troops realize a retreat is their only option.,"During an argument, people use persuasive rhetoric to try to win the battle. Every word matters in the attempt to argue in their favor."
